水,126.0000000000000000
油,102.6000000000000000
感情,88.70000000000000000000
泥,86.00000000000000000000
情報,78.30000000000000000000
言葉,78.20000000000000000000
不満,77.10000000000000000000
気持ち,75.10000000000000000000
音,73.10000000000000000000
声,72.70000000000000000000
砂,72.40000000000000000000
空気,72.10000000000000000000
愛,72.10000000000000000000
悲しみ,71.80000000000000000000
におい,71.40000000000000000000
不安,70.50000000000000000000
情熱,69.00000000000000000000
憎悪,68.30000000000000000000
喜び,67.70000000000000000000
怒り,66.30000000000000000000
光,65.80000000000000000000
楽しさ,63.20000000000000000000
金銭,60.30000000000000000000
恐怖,59.30000000000000000000
希望,57.50000000000000000000
快楽,55.50000000000000000000
嫉妬,54.20000000000000000000
勇気,53.40000000000000000000
羞恥心,50.80000000000000000000
意図,49.40000000000000000000
絶望,48.80000000000000000000
安心,46.00000000000000000000
時間,43.90000000000000000000
アリ,34.70000000000000000000
岩,32.50000000000000000000
労働,31.50000000000000000000
理解,30.70000000000000000000
ケーキ,29.00000000000000000000
ネコ,24.20000000000000000000
睡眠,22.90000000000000000000
